feeder_id,start_time,avg_loss_pct,max_loss_pct,std_loss_pct,high_loss_count,max_consecutive_high_loss,avg_loss_diff,label
F1,2024-01-01 01:00:00,0.005102714335815738,0.014534997063811134,0.00972022670729712,0,0,-0.003967235418308624,NORMAL
F1,2024-01-01 02:00:00,0.02005085397231439,0.05049946786072417,0.028099689818391428,0,0,0.014948139636498653,NORMAL
F1,2024-01-01 03:00:00,0.020172570832950754,0.05049946786072417,0.028064619978051247,0,0,0.00012171686063636399,NORMAL
F1,2024-01-01 04:00:00,0.01711589953343212,0.05049946786072417,0.032332684487235516,0,0,-0.0030566712995186407,NORMAL
F1,2024-01-01 05:00:00,-0.0034214880521897056,0.01490014764572023,0.015934914731219076,0,0,-0.02053738758562182,NORMAL
F1,2024-01-01 06:00:00,0.0006110398089704943,0.02699773122920083,0.02289875257707,0,0,0.0040325278611602,NORMAL
F1,2024-01-01 07:00:00,-0.0016876892280426857,0.02699773122920083,0.02532437221830432,0,0,-0.0022987290370131788,NORMAL
F1,2024-01-01 08:00:00,-0.004378347374351214,0.02699773122920083,0.02718678276059405,0,0,-0.0026906581463085285,NORMAL
F1,2024-01-01 09:00:00,-0.01741624952905226,-0.012115975234902302,0.004674088805793773,0,0,-0.013037902154701042,NORMAL
F1,2024-01-01 10:00:00,-0.006716133073865441,0.011152245348372858,0.015872958755400922,0,0,0.010700116455186816,NORMAL
F1,2024-01-01 11:00:00,0.016498654389247625,0.050459693054272316,0.03162857304216338,0,0,0.023214787463113062,NORMAL
F1,2024-01-01 12:00:00,0.020199666171021962,0.050459693054272316,0.026902599376262843,0,0,0.003701011781774337,NORMAL
F1,2024-01-01 13:00:00,0.01800507085233051,0.050459693054272316,0.02824473191922729,0,0,-0.002194595318691452,NORMAL
F1,2024-01-01 14:00:00,0.0015669824147461337,0.0045684593922985,0.0028144778810333696,0,0,-0.01643808843758437,NORMAL
F1,2024-01-01 15:00:00,-0.0017658888930934841,0.0045684593922985,0.008187858467286351,0,0,-0.003332871307839618,NORMAL
F1,2024-01-01 16:00:00,0.004830668281556193,0.02435813091624753,0.017970514679379004,0,0,0.006596557174649679,NORMAL
F1,2024-01-01 17:00:00,0.006243478136309176,0.02435813091624753,0.017700504525084572,0,0,0.0014128098547529847,NORMAL
F1,2024-01-01 18:00:00,0.018654114826950136,0.026220356258824743,0.01153003780632573,0,0,0.012410636690640964,NORMAL
F1,2024-01-01 19:00:00,0.014920362799493,0.026220356258824743,0.01052959351108744,0,0,-0.0037337520274571385,NORMAL
