timestamp,feeder_id,transformer_load_kWh,ambient_temp_C,status,total_meter_load_kWh,loss_kWh,loss_pct,rolling_avg_loss,rolling_std_loss,rolling_max_loss,high_loss_flag,consecutive_high_loss_count,loss_diff,hour_of_day,is_peak_hour
2024-01-01 01:00:00,F1,12.605030776718516,24.579379671748754,NORMAL,12.533748710644435,0.07128206607408138,0.005655048951228213,0.006337426099280976,0.000965027017429691,0.007019803247333738,0,0,-0.0013647542961055257,1,0
2024-01-01 02:00:00,F1,12.739688871362102,24.482527756795964,NORMAL,12.554517531022986,0.18517134033911553,0.014534997063811134,0.009069949754124363,0.004781808773363965,0.014534997063811134,0,0,0.00887994811258292,2,0
2024-01-01 03:00:00,F1,12.58044066678761,24.90404223952492,NORMAL,12.641857157915634,-0.06141649112802483,-0.004881903007592134,0.005102714335815738,0.00972022670729712,0.014534997063811134,0,0,-0.01941690007140327,3,0
2024-01-01 04:00:00,F1,12.87085094065622,25.250769206073077,NORMAL,12.22087981723838,0.6499711234178402,0.05049946786072417,0.02005085397231439,0.028099689818391428,0.05049946786072417,0,0,0.05538137086831631,4,0
2024-01-01 05:00:00,F1,12.578924560590375,24.267886351017307,NORMAL,12.391496727413202,0.18742783317717304,0.01490014764572023,0.020172570832950758,0.028064619978051247,0.05049946786072417,0,0,-0.03559932021500394,5,0
2024-01-01 06:00:00,F1,12.5768851972934,25.185499985349097,NORMAL,12.75361454302393,-0.17672934573053034,-0.014051916906148055,0.01711589953343212,0.032332684487235516,0.05049946786072417,0,0,-0.028952064551868287,6,0
2024-01-01 07:00:00,F1,36.96193478532403,25.01555570659692,NORMAL,37.37268148936441,-0.4107467040403776,-0.01111269489614129,-0.0034214880521897056,0.01593491473121908,0.01490014764572023,0,0,0.0029392220100067645,7,0
2024-01-01 08:00:00,F1,38.400743723784025,26.191719638359196,NORMAL,37.36401076572788,1.0367329580561417,0.02699773122920083,0.0006110398089704943,0.02289875257707,0.02699773122920083,0,0,0.03811042612534212,8,0
2024-01-01 09:00:00,F1,36.83445649497088,24.959807277064453,NORMAL,37.6060685210441,-0.7716120260732211,-0.020948104017187594,-0.0016876892280426857,0.02532437221830432,0.02699773122920083,0,0,-0.04794583524638842,9,0
2024-01-01 10:00:00,F1,12.258710414319243,24.546602393541267,NORMAL,12.493889720092298,-0.23517930577305535,-0.01918466933506688,-0.004378347374351214,0.02718678276059405,0.02699773122920083,0,0,0.0017634346821207153,10,0
2024-01-01 11:00:00,F1,12.075240349568638,26.991668898433122,NORMAL,12.221543662599505,-0.14630331303086663,-0.012115975234902302,-0.01741624952905226,0.004674088805793775,-0.012115975234902302,0,0,0.007068694100164577,11,0
2024-01-01 12:00:00,F1,12.352729804961161,23.059350353156795,NORMAL,12.214969131454076,0.13776067350708487,0.011152245348372858,-0.006716133073865441,0.015872958755400925,0.011152245348372858,0,0,0.02326822058327516,12,0
2024-01-01 13:00:00,F1,13.463234530711926,26.21266587798215,NORMAL,12.783883848774522,0.6793506819374038,0.050459693054272316,0.016498654389247625,0.031628573042163384,0.050459693054272316,0,0,0.03930744770589946,13,0
2024-01-01 14:00:00,F1,12.55548469355823,25.87960715049934,NORMAL,12.568202644837337,-0.012717951279107353,-0.0010129398895792911,0.020199666171021962,0.026902599376262847,0.050459693054272316,0,0,-0.051472632943851605,14,0
2024-01-01 15:00:00,F1,12.365396757801278,24.00648895753928,NORMAL,12.308905944843604,0.05649081295767466,0.0045684593922985,0.018005070852330506,0.028244731919227297,0.050459693054272316,0,0,0.005581399281877791,15,0
2024-01-01 16:00:00,F1,12.566157841191103,26.244987050341884,NORMAL,12.551764215395494,0.01439362579560921,0.001145427741519192,0.0015669824147461337,0.0028144778810333675,0.0045684593922985,0,0,-0.0034230316507793076,16,0
2024-01-01 17:00:00,F1,12.376911626308692,25.495049854691175,NORMAL,12.51320065472175,-0.13628902841305823,-0.011011553813098145,-0.0017658888930934841,0.008187858467286353,0.0045684593922985,0,0,-0.012156981554617337,17,0
2024-01-01 18:00:00,F1,64.23104400666962,24.742630010185533,NORMAL,62.666495827867905,1.564548178801715,0.02435813091624753,0.004830668281556193,0.017970514679379004,0.02435813091624753,0,0,0.03536968472934568,18,1
2024-01-01 19:00:00,F1,62.73667290002585,23.977504673195046,NORMAL,62.398907605292834,0.33776529473301764,0.00538385730577814,0.006243478136309176,0.01770050452508457,0.02435813091624753,0,0,-0.01897427361046939,19,1
